Year,Week,State,Total_Cases,Outbreak_Duration
2015,7,Selangor,16,61
2015,7,Selangor,7,61
2015,7,Selangor,14,61
2015,7,Selangor,13,60
2015,7,Selangor,20,60
2015,7,Selangor,16,60
2015,7,Selangor,17,60
2015,7,Selangor,47,60
2015,7,Selangor,18,60
2015,7,Selangor,11,60
2015,7,Selangor,20,59
2015,7,Selangor,24,59
2015,7,Selangor,33,59
2015,7,Selangor,24,59
2015,7,Selangor,26,58
2015,7,Selangor,14,58
2015,7,Selangor,14,58
2015,7,Selangor,22,58
2015,7,Selangor,21,58
2015,7,Selangor,12,57
2015,7,Selangor,32,57
2015,7,Selangor,11,57
2015,7,Selangor,27,56
2015,7,Selangor,9,55
2015,7,Selangor,29,55
2015,7,Selangor,11,55
2015,7,Selangor,12,54
2015,7,Selangor,19,54
2015,7,Selangor,11,54
2015,7,Selangor,9,54
2015,7,Selangor,14,54
2015,7,Selangor,13,53
2015,7,Selangor,11,53
2015,7,Selangor,66,53
2015,7,Selangor,69,53
2015,7,Selangor,13,52
2015,7,Selangor,14,52
2015,7,Selangor,31,52
2015,7,Selangor,18,51
2015,7,Selangor,12,51
2015,7,Selangor,14,51
2015,7,Selangor,11,51
2015,7,Selangor,9,51
2015,7,Selangor,30,51
2015,7,Selangor,14,48
2015,7,Selangor,6,48
2015,7,Selangor,9,49
2015,7,Selangor,9,49
2015,7,Selangor,29,49
2015,7,Selangor,15,48
2015,7,Selangor,18,48
2015,7,Selangor,27,48
2015,7,Selangor,13,48
2015,7,Selangor,9,48
2015,7,Selangor,8,45
2015,7,Selangor,8,47
2015,7,Selangor,27,47
2015,7,Selangor,11,47
2015,7,Selangor,7,47
2015,7,Selangor,32,47
2015,7,Selangor,14,47
2015,7,Selangor,12,47
2015,7,Selangor,7,47
2015,7,Selangor,7,46
2015,7,Selangor,7,46
2015,7,Selangor,11,46
2015,7,Selangor,14,46
2015,7,Selangor,8,46
2015,7,Selangor,8,45
2015,7,Selangor,8,45
2015,7,Selangor,12,44
2015,7,Selangor,11,45
2015,7,Selangor,12,45
2015,7,Selangor,12,51
2015,7,Selangor,19,45
2015,7,Selangor,7,45
2015,7,Selangor,8,45
2015,7,Selangor,9,45
2015,7,Selangor,12,45
2015,7,Selangor,8,45
2015,7,Selangor,27,44
2015,7,Selangor,13,44
2015,7,Selangor,11,44
2015,7,Selangor,30,44
2015,7,Selangor,13,44
2015,7,Selangor,14,43
2015,7,Selangor,7,43
2015,7,Selangor,14,43
2015,7,Selangor,7,43
2015,7,Selangor,16,42
2015,7,Selangor,13,42
2015,7,Selangor,12,42
2015,7,Selangor,5,42
2015,7,Selangor,9,41
2015,7,Selangor,26,41
2015,7,Selangor,11,41
2015,7,Selangor,7,41
2015,7,Selangor,37,41
2015,7,Selangor,8,41
2015,7,Selangor,7,41
2015,7,Selangor,8,41
2015,7,Selangor,14,41
2015,7,Selangor,9,41
2015,7,Selangor,9,41
2015,7,Selangor,5,41
2015,7,Selangor,16,40
2015,7,Selangor,18,40
2015,7,Selangor,11,40
2015,7,Selangor,5,39
2015,7,Selangor,5,40
2015,7,Selangor,14,40
2015,7,Selangor,9,39
2015,7,Selangor,10,39
2015,7,Selangor,9,39
2015,7,Selangor,25,39
2015,7,Selangor,8,39
2015,7,Selangor,20,39
2015,7,Selangor,7,39
2015,7,Selangor,5,36
2015,7,Selangor,26,38
2015,7,Selangor,12,38
2015,7,Selangor,9,38
2015,7,Selangor,14,38
2015,7,Selangor,5,38
2015,7,Selangor,6,38
2015,7,Selangor,7,38
2015,7,Selangor,12,38
2015,7,Selangor,45,38
2015,7,Selangor,6,38
2015,7,Selangor,17,38
2015,7,Selangor,15,37
2015,7,Selangor,17,37
2015,7,Selangor,6,37
2015,7,Selangor,9,37
2015,7,Selangor,13,37
2015,7,Selangor,9,37
2015,7,Selangor,13,37
2015,7,Selangor,12,37
2015,7,Selangor,8,37
2015,7,Selangor,8,37
2015,7,Selangor,9,36
2015,7,Selangor,10,36
2015,7,Selangor,5,36
2015,7,Selangor,10,36
2015,7,Selangor,5,36
2015,7,Selangor,5,36
2015,7,Selangor,8,36
2015,7,Selangor,9,35
2015,7,Selangor,4,35
2015,7,Selangor,8,35
2015,7,Selangor,9,35
2015,7,Selangor,6,35
2015,7,Selangor,4,35
2015,7,Selangor,11,33
2015,7,Selangor,8,33
2015,7,Selangor,12,34
2015,7,Selangor,8,34
2015,7,Selangor,7,34
2015,7,Selangor,8,34
2015,7,Selangor,11,34
2015,7,Selangor,15,34
2015,7,Selangor,7,34
2015,7,Selangor,8,34
2015,7,Selangor,6,33
2015,7,Selangor,4,33
2015,7,Selangor,14,33
2015,7,Selangor,6,33
2015,7,Selangor,5,33
2015,7,Selangor,12,33
2015,7,Selangor,6,32
2015,7,Selangor,4,31
2015,7,Selangor,13,32
2015,7,Selangor,6,32
2015,7,Selangor,6,32
2015,7,Selangor,6,32
2015,7,Selangor,7,32
2015,7,Selangor,7,32
2015,7,Selangor,5,31
2015,7,Selangor,5,31
2015,7,Selangor,6,31
2015,7,Selangor,7,31
2015,7,Selangor,6,31
2015,7,Selangor,6,31
2015,7,Selangor,11,31
2015,7,Selangor,21,31
2015,7,Selangor,5,31
2015,7,Selangor,6,31
2015,8,Selangor,131,253
2015,8,Selangor,111,207
2015,8,Selangor,257,193
2015,8,Selangor,42,180
2015,8,Selangor,83,171
2015,8,Selangor,40,168
2015,8,Selangor,35,158
2015,8,Selangor,55,153
2015,8,Selangor,53,149
2015,8,Selangor,107,146
2015,8,Selangor,54,141
2015,8,Selangor,30,137
2015,8,Selangor,33,135
2015,8,Selangor,120,125
2015,8,Selangor,42,116
2015,8,Selangor,61,116
2015,8,Selangor,47,116
2015,8,Selangor,38,116
2015,8,Selangor,70,115
2015,8,Selangor,46,115
2015,8,Selangor,32,115
2015,8,Perak,60,114
2015,8,Selangor,51,112
2015,8,Selangor,35,112
2015,8,Selangor,42,111
2015,8,Selangor,56,111
2015,8,Selangor,90,111
2015,8,Selangor,25,111
2015,8,Selangor,36,110
2015,8,Selangor,26,110
2015,8,Perak,57,108
2015,8,Selangor,22,107
2015,8,Perak,37,100
2015,8,Selangor,27,100
2015,8,Selangor,27,100
2015,8,Perak,23,98
2015,8,Selangor,48,96
2015,8,Perak,72,97
2015,8,Selangor,13,97
2015,8,Selangor,31,96
2015,8,Selangor,41,96
2015,8,Selangor,33,96
2015,8,Selangor,37,93
2015,8,Selangor,20,93
2015,8,Selangor,32,92
2015,8,Perak,50,90
2015,8,Selangor,58,90
2015,8,Selangor,41,89
2015,8,Selangor,16,89
2015,8,Perak,36,88
2015,8,Selangor,34,88
2015,8,Selangor,26,87
2015,8,Selangor,18,87
2015,8,Perak,43,86
2015,8,Selangor,35,86
2015,8,Selangor,32,85
2015,8,Selangor,49,85
2015,8,Perak,40,84
2015,8,Selangor,21,83
2015,8,Perak,54,81
2015,8,Selangor,29,81
2015,8,Selangor,24,81
2015,8,Selangor,49,81
2015,8,Perak,31,80
2015,8,Selangor,19,80
2015,8,Perak,16,79
2015,8,Selangor,26,79
2015,8,Perak,19,78
2015,8,Selangor,110,78
2015,8,Selangor,14,77
2015,8,Selangor,31,77
2015,8,Selangor,31,77
2015,8,Perak,23,76
2015,8,Perak,12,75
2015,8,Perak,19,75
2015,8,Selangor,10,75
2015,8,Selangor,30,75
2015,8,Selangor,14,75
2015,8,Selangor,23,74
2015,8,Perak,34,74
2015,8,Selangor,15,74
2015,8,Selangor,19,73
2015,8,Perak,23,73
2015,8,Perak,56,73
2015,8,Perak,24,72
2015,8,Selangor,82,72
2015,8,Selangor,20,72
2015,8,Selangor,11,71
2015,8,Selangor,16,71
2015,8,Selangor,26,71
2015,8,Selangor,30,71
2015,8,Selangor,13,71
2015,8,Perak,26,70
2015,8,Perak,12,70
2015,8,Selangor,17,69
2015,8,Selangor,21,69
2015,8,Selangor,26,69
2015,8,Selangor,21,69
2015,8,Selangor,15,69
2015,8,Perak,24,68
2015,8,Selangor,15,68
2015,8,Selangor,17,68
2015,8,Selangor,15,68
2015,8,Selangor,19,67
2015,8,Selangor,20,67
2015,8,Selangor,51,67
2015,8,Selangor,18,67
2015,8,Selangor,18,67
2015,8,Selangor,25,66
2015,8,Selangor,35,66
2015,8,Selangor,25,66
2015,8,Selangor,27,65
2015,8,Selangor,14,65
2015,8,Selangor,15,65
2015,8,Selangor,26,65
2015,8,Selangor,21,65
2015,8,Selangor,12,64
2015,8,Selangor,11,64
2015,8,Selangor,32,64
2015,8,Selangor,29,63
2015,8,Selangor,9,62
2015,8,Selangor,12,62
2015,8,Selangor,36,62
2015,8,Selangor,21,61
2015,8,Selangor,13,61
2015,8,Selangor,15,61
2015,8,Selangor,12,61
2015,8,Selangor,11,60
2015,8,Selangor,13,60
2015,8,Selangor,75,60
2015,8,Perak,9,59
2015,8,Selangor,17,59
2015,8,Selangor,35,59
2015,8,Selangor,13,59
2015,8,Selangor,18,58
2015,8,Perak,30,58
2015,8,Selangor,13,58
2015,8,Selangor,14,58
2015,8,Selangor,9,58
2015,8,Selangor,34,58
2015,8,Perak,28,57
2015,8,Perak,17,56
2015,8,Selangor,30,56
2015,8,Selangor,15,55
2015,8,Selangor,30,55
2015,8,Selangor,17,55
2015,8,Selangor,18,55
2015,8,Selangor,11,55
2015,8,Perak,16,54
2015,8,Selangor,10,54
2015,8,Selangor,31,54
2015,8,Selangor,11,54
2015,8,Selangor,34,54
2015,8,Selangor,14,54
2015,8,Selangor,12,54
2015,8,Selangor,8,53
2015,8,Selangor,10,53
2015,8,Selangor,14,53
2015,8,Sabah,50,53
2015,8,Selangor,14,52
2015,8,Selangor,12,52
2015,8,Selangor,20,52
2015,8,Selangor,10,52
2015,8,Selangor,12,52
2015,8,Selangor,10,52
2015,8,Sabah,29,52
2015,8,Selangor,33,51
2015,8,Selangor,14,51
2015,8,Selangor,35,51
2015,8,Selangor,20,51
2015,8,Sabah,17,51
2015,8,Selangor,17,50
2015,8,Selangor,14,50
2015,8,Selangor,8,50
2015,8,Perak,22,49
2015,8,Selangor,16,49
2015,8,Selangor,13,49
2015,8,Selangor,13,49
2015,8,Selangor,9,48
2015,8,Perak,15,48
2015,8,Selangor,30,48
2015,8,Selangor,12,48
2015,8,Selangor,40,48
2015,8,Selangor,12,48
2015,8,Selangor,8,48
2015,8,Selangor,11,48
2015,8,Selangor,18,48
2015,8,Selangor,9,48
2015,8,Selangor,13,48
2015,8,Perak,12,47
2015,8,Selangor,18,47
2015,8,Selangor,18,47
2015,8,Selangor,14,47
2015,8,Selangor,7,47
2015,8,Selangor,15,47
2015,8,Selangor,10,71
2015,8,Selangor,25,46
2015,8,Selangor,9,46
2015,8,Selangor,8,46
2015,8,Selangor,24,46
2015,8,Selangor,7,46
2015,8,Perak,14,45
2015,8,Selangor,28,45
2015,8,Selangor,13,45
2015,8,Selangor,14,45
2015,8,Selangor,12,45
2015,8,Selangor,56,45
2015,8,Selangor,7,45
2015,8,Selangor,20,45
2015,8,Perak,8,44
2015,8,Selangor,16,44
2015,8,Selangor,9,44
2015,8,Selangor,19,44
2015,8,Selangor,14,44
2015,8,Selangor,14,44
2015,8,Selangor,17,44
2015,8,Selangor,8,44
2015,8,Selangor,9,44
2015,8,Selangor,6,44
2015,8,Selangor,5,43
2015,8,Selangor,10,43
2015,8,Selangor,4,43
2015,8,Selangor,12,43
2015,8,Selangor,10,43
2015,8,Selangor,5,42
2015,8,Selangor,10,42
2015,8,Selangor,14,42
2015,8,Selangor,6,42
2015,8,Selangor,9,42
2015,8,Selangor,8,41
2015,8,Selangor,13,41
2015,8,Selangor,9,41
2015,8,Selangor,9,41
2015,8,Selangor,16,41
2015,8,P.Pinang,17,41
2015,8,Selangor,12,61
2015,8,Selangor,10,41
2015,8,Perak,12,40
2015,8,Selangor,17,40
2015,8,Selangor,6,40
2015,8,Selangor,7,40
2015,8,Selangor,12,40
2015,8,Perak,7,40
2015,8,Perak,8,39
2015,8,Selangor,21,39
2015,8,Selangor,7,39
2015,8,Selangor,7,39
2015,8,Selangor,7,39
2015,8,Perak,10,38
2015,8,Selangor,5,38
2015,8,Selangor,7,38
2015,8,Selangor,8,38
2015,8,Selangor,5,38
2015,8,Selangor,9,38
2015,8,Selangor,13,38
2015,8,Selangor,24,38
2015,8,Selangor,6,37
2015,8,Selangor,9,37
2015,8,Selangor,30,37
2015,8,Selangor,13,37
2015,8,P.Pinang,8,37
2015,8,Selangor,7,37
2015,8,Selangor,6,37
2015,8,Sabah,18,37
2015,8,Selangor,6,36
2015,8,Selangor,14,36
2015,8,Selangor,18,36
2015,8,Selangor,19,36
2015,8,Selangor,9,35
2015,8,Selangor,9,35
2015,8,Selangor,9,35
2015,8,Pahang,9,35
2015,8,Selangor,7,35
2015,8,Selangor,7,35
2015,8,Perak,5,34
2015,8,Selangor,7,34
2015,8,Selangor,5,34
2015,8,Selangor,5,34
2015,8,Selangor,11,34
2015,8,Selangor,8,34
2015,8,Selangor,8,34
2015,8,Selangor,6,34
2015,8,Selangor,8,34
2015,8,Perak,10,33
2015,8,Selangor,9,33
2015,8,Selangor,12,33
2015,8,Selangor,5,33
2015,8,Perak,6,32
2015,8,Perak,7,32
2015,8,Selangor,5,32
2015,8,Selangor,6,32
2015,8,Selangor,9,32
2015,8,Selangor,6,32
2015,8,Selangor,6,32
2015,8,Selangor,10,32
2015,8,Selangor,10,32
2015,8,Selangor,11,32
2015,8,Selangor,6,32
2015,8,Selangor,11,31
2015,8,Selangor,13,31
2015,8,Selangor,7,31
2015,8,Selangor,10,31
2015,8,Selangor,4,31
2015,8,Selangor,7,31
2015,9,Selangor,132,260
2015,9,Selangor,111,214
2015,9,Selangor,261,200
2015,9,Selangor,42,187
2015,9,Selangor,833,178
2015,9,Selangor,40,175
2015,9,Selangor,55,160
2015,9,Selangor,53,156
2015,9,Selangor,124,153
2015,9,Selangor,55,148
2015,9,Selangor,30,144
2015,9,Selangor,34,142
2015,9,Selangor,127,132
2015,9,Selangor,47,123
2015,9,Selangor,51,123
2015,9,Selangor,66,123
2015,9,Selangor,40,123
2015,9,Selangor,71,122
2015,9,Selangor,48,122
2015,9,Perak,61,121
2015,9,Selangor,35,119
2015,9,Selangor,45,118
2015,9,Selangor,56,118
2015,9,Selangor,91,118
2015,9,Selangor,26,118
2015,9,Selangor,27,117
2015,9,Perak,64,115
2015,9,Selangor,22,114
2015,9,Perak,40,107
2015,9,Selangor,28,107
2015,9,Selangor,29,107
2015,9,Perak,23,105
2015,9,Selangor,60,105
2015,9,Perak,72,104
2015,9,Selangor,13,104
2015,9,Selangor,43,103
2015,9,Selangor,34,103
2015,9,Selangor,36,103
2015,9,Selangor,40,100
2015,9,Selangor,37,99
2015,9,Perak,54,97
2015,9,Selangor,58,97
2015,9,Selangor,41,96
2015,9,Selangor,17,96
2015,9,Perak,38,95
2015,9,Selangor,36,95
2015,9,Selangor,18,94
2015,9,Selangor,27,94
2015,9,Perak,53,93
2015,9,Selangor,40,93
2015,9,Selangor,36,92
2015,9,Selangor,52,92
2015,9,Perak,55,88
2015,9,Selangor,31,88
2015,9,Selangor,27,88
2015,9,Selangor,56,88
2015,9,Selangor,19,87
2015,9,Perak,39,87
2015,9,Perak,16,86
2015,9,Selangor,29,86
2015,9,Perak,19,85
2015,9,Selangor,120,85
2015,9,Selangor,16,84
2015,9,Selangor,41,84
2015,9,Selangor,33,84
2015,9,Perak,24,83
2015,9,Selangor,30,82
2015,9,Selangor,19,81
2015,9,Perak,34,81
2015,9,Perak,24,80
2015,9,Perak,58,80
2015,9,Perak,27,79
2015,9,Selangor,82,79
2015,9,Selangor,12,78
2015,9,Selangor,16,78
2015,9,Selangor,33,78
2015,9,Selangor,16,78
2015,9,Perak,26,77
2015,9,Selangor,21,76
2015,9,Selangor,21,76
2015,9,Selangor,31,76
2015,9,Selangor,21,76
2015,9,Selangor,19,76
2015,9,Perak,24,75
2015,9,Selangor,17,75
2015,9,Selangor,17,75
2015,9,Selangor,16,75
2015,9,Selangor,20,74
2015,9,Selangor,53,74
2015,9,Selangor,20,74
2015,9,Selangor,16,74
2015,9,Selangor,26,73
2015,9,Selangor,35,73
2015,9,Selangor,26,73
2015,9,Selangor,33,72
2015,9,Selangor,16,72
2015,9,Selangor,28,72
2015,9,Selangor,24,72
2015,9,Selangor,11,69
2015,9,Selangor,38,69
2015,9,Selangor,23,68
2015,9,Selangor,14,68
2015,9,Selangor,14,67
2015,9,Selangor,12,67
2015,9,Selangor,80,67
2015,9,Perak,9,66
2015,9,Selangor,19,66
2015,9,Selangor,37,66
2015,9,Perak,31,65
2015,9,Selangor,15,65
2015,9,Selangor,34,65
2015,9,Perak,29,64
2015,9,Perak,19,63
2015,9,Selangor,34,63
2015,9,Selangor,31,62
2015,9,Selangor,18,62
2015,9,Selangor,12,62
2015,9,Perak,18,61
2015,9,Selangor,31,61
2015,9,Selangor,10,61
2015,9,Selangor,36,61
2015,9,Selangor,13,60
2015,9,Sabah,59,60
2015,9,Selangor,16,59
2015,9,Selangor,21,59
2015,9,Selangor,10,59
2015,9,Sabah,33,59
2015,9,Selangor,10,59
2015,9,Selangor,34,58
2015,9,Selangor,15,58
2015,9,Selangor,38,58
2015,9,Selangor,23,58
2015,9,Sabah,19,58
2015,9,Selangor,17,57
2015,9,Selangor,9,57
2015,9,Perak,25,56
2015,9,Selangor,16,56
2015,9,Perak,16,55
2015,9,Selangor,35,55
2015,9,Selangor,15,55
2015,9,Selangor,41,55
2015,9,Selangor,14,55
2015,9,Selangor,13,55
2015,9,Selangor,21,55
2015,9,Selangor,8,55
2015,9,Selangor,14,55
2015,9,Selangor,22,54
2015,9,Selangor,16,54
2015,9,Selangor,7,54
2015,9,Selangor,16,54
2015,9,Selangor,9,53
2015,9,Selangor,10,53
2015,9,Selangor,25,53
2015,9,Perak,17,52
2015,9,Selangor,14,52
2015,9,Selangor,13,52
2015,9,Selangor,68,52
2015,9,Selangor,9,52
2015,9,Selangor,26,52
2015,9,Perak,11,51
2015,9,Selangor,23,51
2015,9,Selangor,17,51
2015,9,Selangor,16,51
2015,9,Selangor,10,51
2015,9,Selangor,9,51
2015,9,Selangor,12,50
2015,9,Selangor,5,49
2015,9,Selangor,11,49
2015,9,Selangor,17,49
2015,9,Selangor,7,49
2015,9,Selangor,9,48
2015,9,Selangor,13,48
2015,9,Selangor,10,48
2015,9,P.Pinang,17,48
2015,9,Selangor,17,48
2015,9,Selangor,20,48
2015,9,Selangor,10,48
2015,9,Perak,12,47
2015,9,Selangor,20,47
2015,9,Selangor,7,47
2015,9,Selangor,25,46
2015,9,Selangor,8,46
2015,9,Selangor,8,46
2015,9,Selangor,13,45
2015,9,Perak,12,45
2015,9,Selangor,8,45
2015,9,Selangor,8,45
2015,9,Selangor,10,45
2015,9,Selangor,9,45
2015,9,Selangor,28,45
2015,9,Selangor,7,44
2015,9,Selangor,10,44
2015,9,Selangor,34,44
2015,9,Selangor,16,44
2015,9,Selangor,8,44
2015,9,Selangor,7,43
2015,9,Selangor,14,43
2015,9,Selangor,21,43
2015,9,Pahang,9,42
2015,9,Selangor,10,42
2015,9,Selangor,10,42
2015,9,Selangor,11,41
2015,9,Selangor,11,41
2015,9,Selangor,5,41
2015,9,Selangor,8,41
2015,9,Selangor,9,41
2015,9,Perak,15,40
2015,9,Selangor,9,40
2015,9,Selangor,5,40
2015,9,Perak,8,39
2015,9,Perak,9,39
2015,9,Selangor,7,39
2015,9,Selangor,9,39
2015,9,Selangor,9,39
2015,9,Selangor,6,39
2015,9,Selangor,12,39
2015,9,Selangor,14,39
2015,9,Selangor,12,39
2015,9,Selangor,8,39
2015,9,Selangor,13,38
2015,9,Selangor,7,38
2015,9,Selangor,16,38
2015,9,Selangor,5,38
2015,9,Selangor,6,37
2015,9,Selangor,5,37
2015,9,Selangor,13,37
2015,9,Perak,6,36
2015,9,Selangor,13,36
2015,9,Selangor,8,36
2015,9,Selangor,15,36
2015,9,Selangor,8,36
2015,9,Selangor,10,36
2015,9,Selangor,9,36
2015,9,Selangor,7,36
2015,9,Selangor,6,35
2015,9,Selangor,6,35
2015,9,Selangor,9,35
2015,9,Selangor,7,35
2015,9,Perak,7,34
2015,9,Perak,7,34
2015,9,Selangor,14,34
2015,9,Selangor,7,34
2015,9,Selangor,8,34
2015,9,Selangor,7,34
2015,9,Selangor,13,34
2015,9,Selangor,10,34
2015,9,Selangor,11,34
2015,9,Selangor,7,34
2015,9,Selangor,8,33
2015,9,Selangor,9,33
2015,9,Selangor,9,33
2015,9,Selangor,6,32
2015,9,Selangor,5,32
2015,9,Selangor,5,32
2015,9,Selangor,4,32
2015,9,Selangor,5,32
2015,9,Selangor,7,32
2015,9,Selangor,7,32
2015,9,Selangor,7,32
2015,9,Selangor,6,32
2015,9,Selangor,5,32
2015,9,Selangor,4,31
2015,9,Perak,13,31
2015,9,Selangor,4,31
2015,9,Selangor,6,31
2015,9,Selangor,8,31
2015,9,Selangor,6,31
2015,9,Selangor,7,31
2015,9,Selangor,4,31
2015,9,Selangor,4,31
2015,9,Selangor,4,31
2015,10,Selangor,132,267
2015,10,Selangor,117,221
2015,10,Selangor,266,207
2015,10,Selangor,41,182
2015,10,Selangor,135,160
2015,10,Selangor,55,155
2015,10,Selangor,34,149
2015,10,Selangor,137,139
2015,10,Selangor,58,130
2015,10,Selangor,69,130
2015,10,Selangor,40,130
2015,10,Selangor,48,129
2015,10,Perak,64,128
2015,10,Selangor,93,125
2015,10,Selangor,27,125
2015,10,Selangor,27,124
2015,10,Perak,68,122
2015,10,Selangor,23,121
2015,10,Perak,43,114
2015,10,Selangor,31,114
2015,10,Selangor,30,114
2015,10,Selangor,69,112
2015,10,Perak,73,111
2015,10,Selangor,48,110
2015,10,Selangor,34,110
2015,10,Selangor,36,110
2015,10,Selangor,40,107
2015,10,Selangor,37,106
2015,10,Perak,61,104
2015,10,Selangor,59,104
2015,10,Selangor,42,103
2015,10,Selangor,18,103
2015,10,Perak,40,102
2015,10,Selangor,38,102
2015,10,Selangor,30,101
2015,10,Selangor,20,101
2015,10,Perak,57,100
2015,10,Selangor,43,100
2015,10,Selangor,40,99
2015,10,Selangor,52,99
2015,10,Perak,57,95
2015,10,Selangor,31,95
2015,10,Selangor,27,95
2015,10,Selangor,58,95
2015,10,Perak,41,94
2015,10,Selangor,30,93
2015,10,Perak,22,92
2015,10,Selangor,130,92
2015,10,Selangor,17,91
2015,10,Selangor,46,91
2015,10,Selangor,34,91
2015,10,Perak,24,90
2015,10,Selangor,19,88
2015,10,Perak,30,87
2015,10,Perak,63,87
2015,10,Perak,28,86
2015,10,Selangor,14,85
2015,10,Selangor,36,85
2015,10,Selangor,16,85
2015,10,Perak,27,84
2015,10,Selangor,23,83
2015,10,Selangor,32,83
2015,10,Selangor,22,83
2015,10,Selangor,19,82
2015,10,Selangor,16,82
2015,10,Selangor,56,81
2015,10,Selangor,18,81
2015,10,Selangor,20,81
2015,10,Selangor,29,80
2015,10,Selangor,37,80
2015,10,Selangor,28,80
2015,10,Selangor,35,79
2015,10,Selangor,17,79
2015,10,Selangor,28,79
2015,10,Selangor,24,79
2015,10,Selangor,11,76
2015,10,Selangor,42,76
2015,10,Selangor,24,75
2015,10,Selangor,17,75
2015,10,Selangor,15,74
2015,10,Selangor,81,74
2015,10,Selangor,23,73
2015,10,Selangor,38,73
2015,10,Perak,32,72
2015,10,Selangor,16,72
2015,10,Selangor,36,72
2015,10,Perak,31,71
2015,10,Selangor,37,70
2015,10,Perak,19,70
2015,10,Selangor,34,69
2015,10,Selangor,18,69
2015,10,Selangor,13,69
2015,10,Perak,18,68
2015,10,Selangor,39,68
2015,10,Selangor,36,68
2015,10,Selangor,15,67
2015,10,Sabah,61,67
2015,10,Selangor,16,66
2015,10,Selangor,22,66
2015,10,Sabah,36,66
2015,10,Selangor,36,65
2015,10,Selangor,16,65
2015,10,Selangor,39,65
2015,10,Selangor,23,65
2015,10,Sabah,21,65
2015,10,Selangor,9,64
2015,10,Selangor,18,64
2015,10,Perak,29,63
2015,10,Selangor,16,63
2015,10,Perak,17,62
2015,10,Selangor,38,62
2015,10,Selangor,18,62
2015,10,Selangor,41,62
2015,10,Selangor,14,62
2015,10,Selangor,11,62
2015,10,Selangor,15,62
2015,10,Selangor,23,62
2015,10,Selangor,15,62
2015,10,Selangor,22,61
2015,10,Selangor,18,61
2015,10,Selangor,25,60
2015,10,Perak,21,59
2015,10,Selangor,14,59
2015,10,Selangor,78,59
2015,10,Selangor,10,59
2015,10,Selangor,26,59
2015,10,Selangor,14,59
2015,10,Selangor,10,58
2015,10,Selangor,9,58
2015,10,Perak,14,58
2015,10,Selangor,34,58
2015,10,Selangor,19,58
2015,10,Selangor,20,58
2015,10,Selangor,14,56
2015,10,Selangor,19,56
2015,10,Selangor,7,56
2015,10,Selangor,10,55
2015,10,Selangor,22,55
2015,10,Perak,14,54
2015,10,Selangor,23,54
2015,10,Selangor,38,53
2015,10,Selangor,11,53
2015,10,Perak,18,52
2015,10,Selangor,9,52
2015,10,Selangor,9,52
2015,10,Selangor,10,52
2015,10,Selangor,10,52
2015,10,Selangor,29,52
2015,10,Selangor,8,51
2015,10,Selangor,10,51
2015,10,Selangor,34,51
2015,10,Selangor,19,51
2015,10,Selangor,15,50
2015,10,Selangor,25,50
2015,10,Selangor,11,49
2015,10,Selangor,10,49
2015,10,Selangor,17,48
2015,10,Selangor,11,48
2015,10,Selangor,9,48
2015,10,Perak,16,47
2015,10,Perak,8,46
2015,10,Perak,10,46
2015,10,Selangor,7,46
2015,10,Selangor,9,46
2015,10,Selangor,13,46
2015,10,Selangor,15,46
2015,10,Selangor,13,46
2015,10,Selangor,11,46
2015,10,Selangor,6,46
2015,10,Selangor,13,15
2015,10,Selangor,18,45
2015,10,Selangor,6,44
2015,10,Selangor,5,44
2015,10,Perak,6,43
2015,10,Selangor,17,43
2015,10,Selangor,9,43
2015,10,Selangor,16,43
2015,10,Selangor,10,43
2015,10,Selangor,11,43
2015,10,Selangor,6,42
2015,10,Selangor,9,42
2015,10,Selangor,7,42
2015,10,Perak,8,41
2015,10,Perak,9,41
2015,10,Selangor,16,41
2015,10,Selangor,8,41
2015,10,Selangor,8,41
2015,10,Selangor,13,41
2015,10,Selangor,10,41
2015,10,Selangor,14,41
2015,10,Selangor,12,40
2015,10,Selangor,10,40
2015,10,Selangor,14,40
2015,10,Selangor,8,39
2015,10,Selangor,6,39
2015,10,Selangor,7,39
2015,10,Selangor,7,39
2015,10,Perak,13,38
2015,10,Selangor,6,38
2015,10,Selangor,6,38
2015,10,Selangor,9,38
2015,10,Selangor,7,38
2015,10,Selangor,8,38
2015,10,Selangor,8,37
2015,10,Selangor,18,37
2015,10,Selangor,6,37
2015,10,Selangor,11,37
2015,10,Selangor,8,36
2015,10,Selangor,6,36
2015,10,Selangor,7,36
2015,10,Selangor,8,36
2015,10,Selangor,10,36
2015,10,Selangor,5,36
2015,10,Selangor,6,36
2015,10,Selangor,5,36
2015,10,Selangor,6,36
2015,10,Selangor,7,36
2015,10,Sabah,45,36
2015,10,Perak,4,35
2015,10,Selangor,11,35
2015,10,Selangor,9,35
2015,10,Selangor,5,35
2015,10,Selangor,11,35
2015,10,Perak,6,34
2015,10,Perak,12,34
2015,10,Perak,6,34
2015,10,Selangor,15,34
2015,10,Selangor,12,34
2015,10,Selangor,9,34
2015,10,Selangor,12,34
2015,10,Selangor,16,34
2015,10,Selangor,6,34
2015,10,Selangor,8,34
2015,10,Selangor,8,33
2015,10,Selangor,5,33
2015,10,Selangor,8,33
2015,10,Selangor,8,33
2015,10,Selangor,16,33
2015,10,Selangor,9,33
2015,10,Selangor,6,33
2015,10,Selangor,8,33
2015,10,Selangor,18,33
2015,10,Selangor,10,33
